organism_name
Apiotrichum veenhuisii
Aplosporella prunicola
Aplosporella prunicola CBS 121167
Apodospora peruviana
Apophysomyces elegans B7760
Apophysomyces ossiformis
Apophysomyces sp. BC1015
Apophysomyces sp. BC1021
Apophysomyces sp. BC1034
Apophysomyces trapeziformis B9324
Apophysomyces variabilis
Aquanectria penicillioides
Arachnomyces sp. PD_36
Arachnopeziza araneosa
Arachnopeziza aurata
Arachnopeziza aurelia
Arcopilus aureus
Aristastoma oeconomicum
Armillaria altimontana
Armillaria borealis
Armillaria calvescens
Armillaria fumosa
Armillaria fuscipes
Armillaria gallica
Armillaria luteobubalina
Armillaria mellea
Armillaria mexicana
Armillaria nabsnona
Armillaria novae-zelandiae
Armillaria sinapina
Armillaria solidipes
Armillaria sp. CMW 4456
Arthonia radiata
Arthoniomycetes sp. BF10
Arthrinium phaeospermum
Arthrinium puccinioides
Arthrobotrys conoides
Arthrobotrys entomopaga
Arthrobotrys flagrans
Arthrobotrys iridis
Arthrobotrys megalospora
Arthrobotrys musiformis
Arthrobotrys pseudoclavata
Arthrobotrys sinensis
Arthrobotrys sphaeroides
Arthrocladium fulminans
Arthroderma sp. MBC 290
Arthroderma sp. MBC 293
Arthroderma sp. MBC 929
Arthroderma sp. MBC 961
Arthroderma sp. PD_2
Arthroderma uncinatum
Arthromyces matolae
Articulospora tetracladia
Artomyces pyxidatus
Arxiozyma bovina
Arxiozyma heterogenica
Arxiozyma pintolopesii
Arxiozyma slooffiae
Arxiozyma telluris
Aschersonia sp. MBC 508
Aschersonia sp. MBC 593
Aschersonia sp. MBC 610
Aschersonia sp. MBC 612
Aschersonia sp. MBC 622
Aschersonia sp. MBC 710
Aschersonia sp. MBC 735
Aschersonia sp. MBC 819
Aschersonia sp. MBC 877
Ascobolus immersus RN42
Ascobotryozyma americana
Ascobotryozyma cognata
Ascochyta clinopodiicola
Ascochyta fabae
Ascochyta koolunga
Ascochyta lentis
Ascochyta pisi
Ascochyta rabiei
Ascochyta viciae
Ascochyta viciae-villosae
Ascocoryne sarcoides NRRL 50072
Ascodesmis nigricans
Ascodesmis sphaerospora
Ascoidea asiatica
Ascoidea rubescens
Ascoidea rubescens DSM 1968
Ascoidea tarda (nom. inval.)
Ascomycota sp.
Ascosphaera acerosa
Ascosphaera aggregata
Ascosphaera apis ARSEF 7405
Ascosphaera atra
Ascosphaera pollenicola
Aspergillaceae sp.
Aspergillaceae sp. MA 6039
Aspergillus aculeatinus
Aspergillus aculeatinus CBS 121060
Aspergillus aculeatus
Aspergillus aculeatus ATCC 16872
Aspergillus aff. floccosus IMV 01167
Aspergillus affinis
Aspergillus aflatoxiformans
Aspergillus alliaceus
Aspergillus ambiguus
Aspergillus amoenus
Aspergillus amstelodami
Aspergillus annui
Aspergillus arachidicola
Aspergillus aspearensis
Aspergillus asperescens
Aspergillus aurantiobrunneus
Aspergillus austwickii
Aspergillus avenaceus
Aspergillus awamori
Aspergillus awamori var. piceus
Aspergillus baeticus
Aspergillus bertholletiae
Aspergillus biplanus
Aspergillus bombycis
Aspergillus brasiliensis
Aspergillus brasiliensis CBS 101740
Aspergillus bridgeri
Aspergillus brunneoviolaceus CBS 621.78
Aspergillus brunneus
Aspergillus caelatus
Aspergillus calidoustus
Aspergillus californicus
Aspergillus campestris
Aspergillus campestris IBT 28561
Aspergillus candidus
Aspergillus carbonarius ITEM 5010
Aspergillus carlsbadensis
Aspergillus cavernicola
Aspergillus cejpii
Aspergillus chevalieri
Aspergillus clavatus
Aspergillus clavatus NRRL 1
Aspergillus conjunctus
Aspergillus coremiiformis
Aspergillus costaricaensis CBS 115574
Aspergillus costaricensis
Aspergillus costiformis
Aspergillus creber
Aspergillus cristatus
Aspergillus croceus
Aspergillus crustosus
Aspergillus cvjetkovicii
Aspergillus desertorum
Aspergillus destruens
Aspergillus diversus
Aspergillus egyptiacus
Aspergillus elegans
Aspergillus ellipticus CBS 707.79
Aspergillus eucalypticola CBS 122712
Aspergillus falconensis
Aspergillus felis
Aspergillus fijiensis
Aspergillus fijiensis CBS 313.89
Aspergillus filifer
Aspergillus fischeri
Aspergillus fischeri NRRL 181
Aspergillus flavus
Aspergillus flavus AF70
Aspergillus flavus NRRL3357
Aspergillus floccosus
Aspergillus floridensis
Aspergillus foetidus
Aspergillus foveolatus
Aspergillus fructus
Aspergillus fruticulosus
Aspergillus fumigatiaffinis
Aspergillus fumigatus
Aspergillus fumigatus A1163
Aspergillus fumigatus AF210
Aspergillus fumigatus Af10
Aspergillus fumigatus Af293
Aspergillus fumigatus Z5
Aspergillus fumigatus var. fumigatus
Aspergillus funiculosus
Aspergillus germanicus
Aspergillus glaucus CBS 516.65
Aspergillus granulosus
Aspergillus haitiensis
Aspergillus hancockii
Aspergillus heteromorphus CBS 117.55
Aspergillus heterothallicus
Aspergillus hiratsukae
Aspergillus homomorphus CBS 101889
Aspergillus hortae
Aspergillus ibericus CBS 121593
Aspergillus incahuasiensis
Aspergillus indologenus CBS 114.80
Aspergillus insuetus
Aspergillus intermedius
Aspergillus japonicus
Aspergillus japonicus CBS 114.51
Aspergillus jensenii
Aspergillus karnatakaensis
Aspergillus kassunensis
Aspergillus keveii
Aspergillus latus
Aspergillus lentulus
Aspergillus leporis
Aspergillus luchuensis
Aspergillus luchuensis CBS 106.47
Aspergillus luchuensis IFO 4308
Aspergillus lucknowensis
Aspergillus luteorubrus
Aspergillus magnivesiculatus
Aspergillus melleus
Aspergillus micronesiensis
Aspergillus minisclerotigenes
Aspergillus montevidensis
Aspergillus multicolor
Aspergillus mulundensis
Aspergillus nanangensis
Aspergillus navahoensis
Aspergillus neoniger
Aspergillus neoniger CBS 115656
Aspergillus neotritici
Aspergillus nidulans
Aspergillus nidulans FGSC A4
Aspergillus nidulans var. acristatus
Aspergillus niger
Aspergillus niger ATCC 1015
Aspergillus niger ATCC 13496
Aspergillus niger CBS 101883
Aspergillus niger SH-2
Aspergillus niger var. macrosporus
Aspergillus nomiae
Aspergillus nomiae NRRL 13137
Aspergillus novofumigatus IBT 16806
Aspergillus novoparasiticus
Aspergillus ochraceoroseus
Aspergillus ochraceoroseus IBT 24754
Aspergillus ochraceus
Aspergillus oerlinghausenensis
Aspergillus oleicola
Aspergillus olivimuriae
Aspergillus oryzae
Aspergillus oryzae 100-8
Aspergillus oryzae 3.042
Aspergillus oryzae AS 3.863
Aspergillus oryzae AS 3.951
Aspergillus oryzae RIB326
Aspergillus oryzae RIB40
Aspergillus oryzae var. brunneus
Aspergillus oryzae var. oryzae
Aspergillus ostianus
Aspergillus panamensis
Aspergillus parasiticus
Aspergillus parasiticus SU-1
Aspergillus persii
Aspergillus phoenicis ATCC 13157
Aspergillus piperis CBS 112811
Aspergillus pragensis
Aspergillus proliferans
Aspergillus protuberus
Aspergillus pseudocaelatus
Aspergillus pseudodeflectus
Aspergillus pseudoglaucus
Aspergillus pseudonomiae
Aspergillus pseudotamarii
Aspergillus pseudoterreus
Aspergillus pseudoustus
Aspergillus pseudoviridinutans
Aspergillus puulaauensis
Aspergillus quadricinctus
Aspergillus quadrilineatus
Aspergillus rambellii
Aspergillus recurvatus
Aspergillus ruber
Aspergillus ruber CBS 135680
Aspergillus saccharicola
Aspergillus saccharolyticus JOP 1030-1
Aspergillus sclerotialis
Aspergillus sclerotiicarbonarius CBS 121057
Aspergillus sclerotioniger CBS 115572
Aspergillus sclerotiorum
Aspergillus sergii
Aspergillus similis
Aspergillus sojae
Aspergillus sojae NBRC 4239
Aspergillus sp. 'subgen. Cremei'
Aspergillus sp. 2663
Aspergillus sp. 2NF922
Aspergillus sp. 2NF923
Aspergillus sp. 2NF925
Aspergillus sp. A31
Aspergillus sp. ADI1
Aspergillus sp. AS01
Aspergillus sp. ATCC 12892
Aspergillus sp. B102-05B
Aspergillus sp. B3601
Aspergillus sp. B3605
Aspergillus sp. DX121-18F
Aspergillus sp. DX7217
Aspergillus sp. F3601
Aspergillus sp. F3603
Aspergillus sp. F3604
Aspergillus sp. F3605
Aspergillus sp. GBTC2 WXH
Aspergillus sp. GbtcF1
Aspergillus sp. GbtcF2
Aspergillus sp. HF37
Aspergillus sp. JS3-R5
Aspergillus sp. M3605
Aspergillus sp. M3606
Aspergillus sp. MA 6037
Aspergillus sp. MA 6038
Aspergillus sp. MA 6041
Aspergillus sp. MEXU 27854
Aspergillus sp. P7301S-1
Aspergillus sp. PA2101
Aspergillus sp. PA3604
Aspergillus sp. PA40-03
Aspergillus sp. PB2407
Aspergillus sp. PB4102
Aspergillus sp. PB4105
Aspergillus sp. PB4106
Aspergillus sp. PG119-06
Aspergillus sp. PG3603
Aspergillus sp. PG3606C
Aspergillus sp. PG3606D
Aspergillus sp. PG3608
Aspergillus sp. PH2503
Aspergillus sp. PH3601
Aspergillus sp. PK2410
Aspergillus sp. PM3601
Aspergillus sp. PM3602
Aspergillus sp. PM3604
Aspergillus sp. PYS2105
Aspergillus sp. PYS4201
Aspergillus sp. PYS4240
Aspergillus sp. PYS4241
Aspergillus sp. R109-04A
Aspergillus sp. R1430
Aspergillus sp. R2302
Aspergillus sp. R2305
Aspergillus sp. R2407
Aspergillus sp. R2504
Aspergillus sp. R2506
Aspergillus sp. R2804
Aspergillus sp. R3602
Aspergillus sp. R3607
Aspergillus sp. S1107B
Aspergillus sp. S1702
Aspergillus sp. S1801
Aspergillus sp. S1802E
Aspergillus sp. S1902Y
Aspergillus sp. S1903S
Aspergillus sp. S1905
Aspergillus sp. S2101G
Aspergillus sp. S2103
Aspergillus sp. S2105
Aspergillus sp. S2109
Aspergillus sp. S2111G.1
Aspergillus sp. S2111Y
Aspergillus sp. S2805
Aspergillus sp. S3505
Aspergillus sp. S3602
Aspergillus sp. S3605
Aspergillus sp. S3606
Aspergillus sp. S4401N
Aspergillus sp. S4402
Aspergillus sp. WHUF0304
Aspergillus sp. Z5
Aspergillus sparsus
Aspergillus spectabilis
Aspergillus spinulosporus
Aspergillus stella-maris
Aspergillus steynii IBT 23096
Aspergillus subversicolor
Aspergillus sydowii
Aspergillus sydowii CBS 593.65
Aspergillus taichungensis
Aspergillus tamarii
Aspergillus tanneri
Aspergillus tennesseensis
Aspergillus terreus
Aspergillus terreus ATCC 20542
Aspergillus terreus NIH2624
Aspergillus terricola var. indicus
Aspergillus tetrazonus
Aspergillus texensis
Aspergillus thermomutatus
Aspergillus toxicus (nom. inval.)
Aspergillus transmontanensis
Aspergillus tubingensis
Aspergillus tubingensis CBS 134.48
Aspergillus turcosus
Aspergillus udagawae
Aspergillus undulatus
Aspergillus unguis
Aspergillus ustus
Aspergillus uvarum
Aspergillus uvarum CBS 121591
Aspergillus vadensis CBS 113365
Aspergillus varians
Aspergillus venezuelensis
Aspergillus verrucosus
Aspergillus versicolor
Aspergillus versicolor CBS 583.65
Aspergillus violaceofuscus CBS 115571
Aspergillus viridinutans
Aspergillus vitricola
Aspergillus welwitschiae
Aspergillus wentii
Aspergillus wentii DTO 134E9
Aspergillus westerdijkiae
Astathelohania contejeani
Asterophora lycoperdoides
Asterophora parasitica
Astraeus odoratus
Astrocystis sublimbata
Astrothelium macrocarpum
Astrothelium subdiscretum
Athelia psychrophila
Athelia sp. TMB
Atkinsonella hypoxylon
Atkinsonella texensis
Atractiella rhizophila
Atractium crassum
Atractium stilbaster
Aulographum hederae CBS 113979
Aureobasidium aubasidani
Aureobasidium castaneae
Aureobasidium leucospermi
Aureobasidium lini
Aureobasidium mangrovei
Aureobasidium melanogenum
Aureobasidium melanogenum CBS 110374
Aureobasidium namibiae CBS 147.97
Aureobasidium pullulans
Aureobasidium pullulans AY4
Aureobasidium pullulans EXF-150
Aureobasidium sp. CE_43
Aureobasidium sp. DW-1
Aureobasidium sp. EXF-10727
Aureobasidium sp. EXF-10728
Aureobasidium sp. EXF-12298
Aureobasidium sp. EXF-12344
Aureobasidium sp. EXF-3399
Aureobasidium sp. EXF-3400
Aureobasidium sp. EXF-8845
Aureobasidium sp. EXF-8846
Aureobasidium sp. FSWF8-4
Aureobasidium sp. GC_Fusr_1
Aureobasidium sp. M94-06E
Aureobasidium sp. P6
Aureobasidium sp. SLJ-2021a
Aureobasidium sp. TD-062
Aureobasidium sp. Y128-05A
Aureobasidium subglaciale
Aureobasidium subglaciale EXF-2481
Aureobasidium tremulum
Aureobasidium zeae
Aureoboletus auriporus
Aureoboletus sp. UT-M0000056
Auricularia auricula-judae
Auricularia cornea
Auricularia heimuer
Auricularia polytricha
Auricularia sp. M12
Auricularia sp. M13
Auricularia subglabra TFB-10046 SS5
Auriculariales sp. MPI-PUGE-AT-0066
Aurifilum marmelostoma
Auriscalpium microsporum
Auriscalpium orientale
Auriscalpium vulgare
Australozyma bambusicola
Australozyma monospora
Australozyma nongkhaiensis
Australozyma picinguabensis
Australozyma robnettiae
Australozyma saccharicola
Australozyma saopauloensis
Australozyma succicola
Australozyma touchengensis
Austroboletus cf. mucosus
Austroboletus eburneus
Austroboletus festivus
Austroboletus niveus
Austroboletus novae-zelandiae
Austroboletus olivaceoglutinosus
Austroboletus rostrupii
Austropuccinia psidii
Austropuccinia psidii MF-1
Babjevia anomala
Babjeviella inositovora
Babjeviella inositovora NRRL Y-12698
Bachmanniomyces sp. S44760
Bacidia gigantensis
Bacidia rubella
Backusella australiensis
Backusella circina FSU 941
Backusella liffmaniae
Backusella luteola
Backusella macrospora
Backusella mclennaniae
Backusella morwellensis
Backusella parvicylindrica
Backusella psychrophila
Backusella sp. ASU-2019c
Backusella tarrabulga
Backusella tuberculispora
Backusella westeae
Baeospora myosura
Balansia obtecta B249
Baorangia bicolor
Baorangia sp. TRTC168334
Barbatosphaeria neglecta
Barnettozyma californica
Barnettozyma discipulorum
Barnettozyma hawaiiensis
Barnettozyma populi
Barnettozyma sp. UFMG-CM-Y5996
Barnettozyma sucrosica
Barnettozyma vustinii
Bartalinia pondoensis
Basidioascus undulatus
Basidiobolus heterosporus B8920
Basidiobolus meristosporus B9252
Basidiobolus meristosporus CBS 931.73
Basidiobolus ranarum
Basipetospora chlamydospora
Basipetospora sp. M8501
Bathelium albidoporum
Bathelium mastoideum
Batrachochytrium dendrobatidis
Batrachochytrium dendrobatidis JAM81
Batrachochytrium dendrobatidis JEL423
Batrachochytrium salamandrivorans
Baudoinia panamericana
Baudoinia panamericana UAMH 10762
Beauveria asiatica
Beauveria australis
Beauveria bassiana
Beauveria bassiana ARSEF 2860
Beauveria bassiana D1-5
Beauveria brongniartii
Beauveria brongniartii RCEF 3172
Beauveria caledonica
Beauveria gryllotalpidicola
Beauveria medogensis
Beauveria mimosiformis
Beauveria namnaoensis
Beauveria neobassiana
Beauveria pseudobassiana
Beauveria rudraprayagi
Beauveria scarabaeidicola
Beauveria sp. AdecLV25a
Beauveria sp. IMV 00265
Beauveria sp. NWAFU-1
Beauveria thailandica
Beauveria varroae
Benjaminiella poitrasii
Benniella sp.
Berkeleyomyces basicola
Berkeleyomyces rouxiae
Bertia moriformis
Beverwykella pulmonaria
Bifiguratus adelaidae
Bimuria novae-zelandiae CBS 107.79
Binderoboletus segoi
Binucleata daphniae
Bipolaris bicolor
Bipolaris cookei
Bipolaris gigantea
Bipolaris maydis
Bipolaris maydis ATCC 48331
Bipolaris maydis C5
Bipolaris oryzae
Bipolaris oryzae ATCC 44560
Bipolaris sivanesaniana
Bipolaris sorokiniana
Bipolaris sorokiniana ND90Pr
Bipolaris sp. L1-2
Bipolaris victoriae FI3
Bipolaris zeicola
Bipolaris zeicola 26-R-13
Biscogniauxia marginata
Biscogniauxia mediterranea
Biscogniauxia sp. FL1348
Bisporella sp. PMI_857
Bjerkandera adusta
Blakeslea trispora
Blastenia crenularia
Blastobotrys adeninivorans
Blastobotrys allociferrii
Blastobotrys americanus
Blastobotrys apis
Blastobotrys arbuscula
Blastobotrys attinorum
Blastobotrys buckinghamii (nom. inval.)
Blastobotrys capitulatus
Blastobotrys chiropterorum
Blastobotrys ciferrii
Blastobotrys elegans
Blastobotrys illinoisensis
Blastobotrys indianensis
Blastobotrys malaysiensis
Blastobotrys mokoenaii
Blastobotrys mucifer
Blastobotrys muscicola
Blastobotrys niveus
Blastobotrys parvus
Blastobotrys peoriensis
Blastobotrys persicus
Blastobotrys petasosporus
Blastobotrys proliferans
Blastobotrys raffinosifermentans
Blastobotrys robertii
Blastobotrys serpentis
Blastobotrys sp. G-9
Blastobotrys sp. GZQ94Y-2
Blastobotrys terrestris
Blastobotrys vanleenenianus
Blastocladiella britannica
Blastocladiella emersonii ATCC 22665
Blastomyces dermatitidis
Blastomyces dermatitidis ATCC 18187
Blastomyces dermatitidis ATCC 18188
Blastomyces dermatitidis ATCC 26199
Blastomyces dermatitidis ER-3
Blastomyces emzantsi
Blastomyces gilchristii
Blastomyces gilchristii SLH14081
Blastomyces parvus
Blastomyces percursus
Blastomyces silverae
Blastosporella zonata
Blumeria graminis f. sp. tritici
Blumeria graminis f. sp. tritici 94202
Blumeria graminis f. sp. tritici 96224
Blumeria graminis f. sp. tritici Bgt#70
Blumeria graminis f. sp. tritici JIW2
Blumeria hordei A6
Blumeria hordei DH14
Blumeria hordei K1
Blumeriella jaapii
Blyttiomyces helicus
Blyttiomyces sp. JEL0837
Boeremia exigua
Boeremia foveata
Boeremia lycopersici
Bogoriella megaspora
Boletaceae sp. DLT08-010
Boletaceae sp. KM206666
Boletaceae sp. KM206700
Boletaceae sp. KM206711
Boletaceae sp. KM206713
Boletaceae sp. KM206733
Boletaceae sp. KM206735
Boletaceae sp. KM206737
Boletaceae sp. KM206743
Boletaceae sp. TRTC157208
Boletaceae sp. TRTC157229
Boletaceae sp. TRTC157249
Boletaceae sp. TRTC157251
Boletaceae sp. TRTC163558
Boletaceae sp. TRTC168347
Boletaceae sp. TRTC168532
Boletaceae sp. TRTC168571
Boletaceae sp. TRTC168574
Boletaceae sp. UT-M0000358
Boletales sp. KT-2023a
Boletales sp. KT-2023b
Boletellus aff. emodensis
Boletellus aff. lepidospora
Boletellus aff. obscurococcineus
Boletellus ananas
Boletellus ananiceps
Boletellus deceptivus
Boletellus dicymbophilus
Boletellus emodensis
Boletellus pseudochrysenteroides
Boletellus sp. TRTC168476
Boletellus sp. UT-M0000026
Boletus aff. mottiae
Boletus aff. phaeocephalus
Boletus aff. separans
Boletus aff. vermiculosoides
Boletus aff. violaceofuscus
Boletus albobrunnescens
Boletus austroedulis
Boletus barrowsii
Boletus bicolor
Boletus bicolor var. subreticulatus
Boletus bicoloroides
Boletus calvinii
Boletus chippewaensis
Boletus coccyginus
Boletus coffeatus
Boletus eberwhitei
Boletus edulis
Boletus edulis BED1
Boletus fagicola
Boletus harrisonii
Boletus holoroseus
Boletus hoseneyae
Boletus huronensis
Boletus insuetus
Boletus loyita
Boletus mariae
Boletus miniatopallescens
Boletus nancyae
Boletus nobilissimus
Boletus patriciae
Boletus piedmontensis
Boletus pseudo-olivaceus
Boletus pseudopeckii
Boletus pseudoseparans
Boletus putidus
Boletus reticulatus
Boletus reticuloceps
Boletus rex-veris
Boletus roseobadius
Boletus rubescentipes
Boletus rubissimus
Boletus rubroflammeus
Boletus rubropictus
Boletus rufocinnamomeus
Boletus semigastroideus
Boletus sensibilis
Boletus smithii
Boletus sp. MG55
Boletus sp. MG95
Boletus sp. MULU70
Boletus sp. NGJ
Boletus sp. UT-M0002076
Boletus speciosus
Boletus sphaerocystis
Boletus subcaerulescens
Boletus subdepauperatus
Boletus subgraveolens
Boletus subluridellus
Boletus subparvulus
Boletus tomentosulus
Boletus tylopilopsis
Boletus variipes
Boletus variipes var. fagicola
Boletus vermiculosoides
Boletus vermiculosus
Boletus vinaceobasis
Bombardia bombarda
Bondarzewia mesenterica
Boothiomyces macroporosus
Boothiomyces sp. JEL0838
Boothiomyces sp. JEL0866
Borealophlyctis nickersoniae
Bothia castanella
Botryobasidium botryosum FD-172 SS1
Botryosphaeria agaves
Botryosphaeria dothidea
Botryosphaeria kuwatsukai
Botryotinia calthae
Botryotinia convoluta
Botryotinia globosa
Botryotinia narcissicola
Botryozyma mucatilis
Botryozyma nematodophila
Botrytis aclada
Botrytis byssoidea
Botrytis cinerea
Botrytis cinerea B05.10
Botrytis cinerea BcDW1
Botrytis cinerea T4
Botrytis deweyae
Botrytis elliptica
Botrytis euroamericana
Botrytis fabae
Botrytis fragariae
Botrytis galanthina
Botrytis hyacinthi
Botrytis medusae
Botrytis paeoniae
Botrytis porri
Botrytis pseudocinerea
Botrytis sinoallii
Botrytis squamosa
Botrytis tulipae
Brachybasidiaceae sp.
Bradymyces pullus
Brasilioporus rufonigricans
Brettanomyces anomalus
Brettanomyces bruxellensis
Brettanomyces bruxellensis AWRI1499
Brettanomyces bruxellensis CBS 2499
Brettanomyces bruxellensis LAMAP2480
Brettanomyces custersianus
Brettanomyces naardenensis
Brettanomyces nanus
Brettanomyces sp. HC-2020a
Bretziella fagacearum
Brigantiaea leucoxantha
Bryoglossum gracile
Buchwaldoboletus xylophilus
Bullera alba
Butyriboletus appendiculatus
Butyriboletus loyo
Butyriboletus pseudospeciosus
Butyriboletus regius
Butyriboletus roseoflavus
Butyriboletus sp. TRTC157195
Butyriboletus sp. TRTC157199
Byssochlamys sp. AF001
Byssochlamys sp. BYSS01
Byssochlamys sp. IMV 00236
Byssoonygena ceratinophila
Byssothecium circinans
Cadophora gregata
Cadophora gregata f. sp. sojae
Cadophora luteo-olivacea
Cadophora malorum
Cadophora sp. DSE1049
Cadophora sp. M221
